,title,id,genres,cast,keywords,plot,word_soup
1363,Spy Kids,10054,"['action', 'comedy', 'family']","['alexapenavega', 'darylsabara', 'antoniobanderas']","['doublelife', 'parentskidsrelationship', 'brothersisterrelationship']","Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",doublelife parentskidsrelationship brothersisterrelationship action comedy family alexapenavega darylsabara antoniobanderas
1364,Horrible Bosses,51540,"['comedy', 'crime']","['jenniferaniston', 'jasonbateman', 'charlieday']","['conspiracyofmurder', 'badboss', 'employee']","For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",conspiracyofmurder badboss employee comedy crime jenniferaniston jasonbateman charlieday
1365,True Grit,44264,"['drama', 'adventure', 'western']","['jeffbridges', 'mattdamon', 'joshbrolin']","['lossoffather', 'fathermurder', 'texasranger']","Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested.",lossoffather fathermurder texasranger drama adventure western jeffbridges mattdamon joshbrolin
1366,The Devil Wears Prada,350,"['comedy', 'drama', 'romance']","['merylstreep', 'annehathaway', 'emilyblunt']","['paris', 'journalist', 'journalism']",The Devil Wears Prada is about a young journalist who moves to New York to work in the fashion industry. Her boss however is extremely demanding and cruel and won’t let her succeed if she doesn’t fit into the high class elegant look of their magazine when all she really wants to be a good journalist.,paris journalist journalism comedy drama romance merylstreep annehathaway emilyblunt
1367,Star Trek: The Motion Picture,152,"['sciencefiction', 'adventure', 'mystery']","['williamshatner', 'leonardnimoy', 'deforestkelley']","['artificialintelligence', 'ussenterprise', 'starfleet']","When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it.",artificialintelligence ussenterprise starfleet sciencefiction adventure mystery williamshatner leonardnimoy deforestkelley
1368,Identity Thief,109431,"['comedy', 'crime']","['jasonbateman', 'melissamccarthy', 'jonfavreau']",[],"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.", comedy crime jasonbateman melissamccarthy jonfavreau
1369,Cape Fear,1598,"['crime', 'thriller']","['robertdeniro', 'nicknolte', 'jessicalange']","['prison', 'childabuse', 'rape']","Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, bible-quoting, psychotic rapist. What do they have in common? Fourteen years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey, bibliophile Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",prison childabuse rape crime thriller robertdeniro nicknolte jessicalange
1370,21,8065,"['drama', 'crime']","['jimsturgess', 'kevinspacey', 'katebosworth']","['gambling', 'cardgame', 'professor']","Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",gambling cardgame professor drama crime jimsturgess kevinspacey katebosworth
1371,Trainwreck,271718,['comedy'],"['amyschumer', 'billhader', 'brielarson']","['alcohol', 'one-nightstand']","Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",alcohol one-nightstand comedy amyschumer billhader brielarson
1372,Guess Who,11638,"['comedy', 'romance']","['berniemac', 'ashtonkutcher', 'zoesaldana']","['blackpeople', 'jealousy', 'parents-in-law']","The fiancé of an African-American woman who's met with skepticism and suspicion from her father when she takes him home for the all-important introduction. As the wedding approaches, Dad must come to terms with his future son-in-law.",blackpeople jealousy parents-in-law comedy romance berniemac ashtonkutcher zoesaldana
1373,The English Patient,409,"['drama', 'romance', 'war']","['ralphfiennes', 'juliettebinoche', 'willemdafoe']","['cairo', 'egypt', 'identity']","Beginning in the 1930s, ""The English Patient"" tells the story of Count Almásy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while Almásy is on his death bed after being horribly burned in a plane crash.",cairo egypt identity drama romance war ralphfiennes juliettebinoche willemdafoe
1374,L.A. Confidential,2118,"['crime', 'drama', 'mystery']","['kevinspacey', 'guypearce', 'dannydevito']","['corruption', 'detective', 'shotgun']",Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,corruption detective shotgun crime drama mystery kevinspacey guypearce dannydevito
1375,Sky High,11459,"['adventure', 'comedy', 'family']","['michaelangarano', 'kurtrussell', 'kellypreston']","['hero', 'loyalty', 'mockery']","Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",hero loyalty mockery adventure comedy family michaelangarano kurtrussell kellypreston
1376,In & Out,10806,"['comedy', 'romance']","['kevinkline', 'joancusack', 'tomselleck']","['gay', 'homophobia', 'comingout']",A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,gay homophobia comingout comedy romance kevinkline joancusack tomselleck
1377,Species,9348,"['sciencefiction', 'horror', 'action']","['natashahenstridge', 'benkingsley', 'michaelmadsen']","['telepathy', 'dna', 'paranoia']","In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",telepathy dna paranoia sciencefiction horror action natashahenstridge benkingsley michaelmadsen
1378,A Nightmare on Elm Street,377,['horror'],"['johnsaxon', 'roneeblakley', 'heatherlangenkamp']","['childmurderer', 'sleep', 'nightmare']","Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world...",childmurderer sleep nightmare horror johnsaxon roneeblakley heatherlangenkamp
1379,The Cell,8843,"['horror', 'sciencefiction', 'thriller']","['jenniferlopez', ""vincentd'onofrio"", 'vincevaughn']","['drowning', 'therapist', 'virtualreality']",A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.,drowning therapist virtualreality horror sciencefiction thriller jenniferlopez vincentd'onofrio vincevaughn
1380,The Man in the Iron Mask,9313,"['action', 'adventure', 'drama']","['leonardodicaprio', 'jeremyirons', 'gérarddepardieu']","['france', 'swordplay', 'mask']","Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",france swordplay mask action adventure drama leonardodicaprio jeremyirons gérarddepardieu
